id,soil_moisture,soil_temperature,soil_electrocoductivity,battery_level,createdAt,sensor_id,owner
154841,19,23.7,117,86,"2021-08-01 00:12:45",A201,9653f952-2137-469f-a020-618fd5744ff7
154854,19,24.5,110,86,"2021-08-01 00:24:35",A202,9653f952-2137-469f-a020-618fd5744ff7
154857,24,20.3,253,114,"2021-08-01 00:27:15",A203,9653f952-2137-469f-a020-618fd5744ff7
154867,19,23.5,118,86,"2021-08-01 00:43:05",A201,9653f952-2137-469f-a020-618fd5744ff7
154880,19,24.3,110,86,"2021-08-01 00:55:58",A202,9653f952-2137-469f-a020-618fd5744ff7
154883,24,20.2,252,114,"2021-08-01 00:57:29",A203,9653f952-2137-469f-a020-618fd5744ff7
154893,19,23.4,118,86,"2021-08-01 01:13:25",A201,9653f952-2137-469f-a020-618fd5744ff7
154906,19,24.1,110,86,"2021-08-01 01:26:23",A202,9653f952-2137-469f-a020-618fd5744ff7
154908,24,20.1,249,114,"2021-08-01 01:27:43",A203,9653f952-2137-469f-a020-618fd5744ff7
154919,19,23.2,118,86,"2021-08-01 01:43:43",A201,9653f952-2137-469f-a020-618fd5744ff7
154932,19,23.9,110,86,"2021-08-01 01:56:46",A202,9653f952-2137-469f-a020-618fd5744ff7
154934,24,20,247,114,"2021-08-01 01:57:55",A203,9653f952-2137-469f-a020-618fd5744ff7
154945,19,23.1,118,86,"2021-08-01 02:14:02",A201,9653f952-2137-469f-a020-618fd5744ff7
154957,19,23.8,110,86,"2021-08-01 02:27:10",A202,9653f952-2137-469f-a020-618fd5744ff7
154959,24,19.9,247,114,"2021-08-01 02:28:08",A203,9653f952-2137-469f-a020-618fd5744ff7
154970,19,23,117,86,"2021-08-01 02:44:20",A201,9653f952-2137-469f-a020-618fd5744ff7
154983,19,23.6,109,86,"2021-08-01 02:57:34",A202,9653f952-2137-469f-a020-618fd5744ff7
154985,24,19.8,251,114,"2021-08-01 02:58:23",A203,9653f952-2137-469f-a020-618fd5744ff7
154997,19,22.8,118,86,"2021-08-01 03:14:41",A201,9653f952-2137-469f-a020-618fd5744ff7
155008,19,23.4,111,86,"2021-08-01 03:27:58",A202,9653f952-2137-469f-a020-618fd5744ff7
155010,24,19.7,250,114,"2021-08-01 03:28:34",A203,9653f952-2137-469f-a020-618fd5744ff7
155022,19,22.7,118,86,"2021-08-01 03:44:58",A201,9653f952-2137-469f-a020-618fd5744ff7
155032,19,23.3,111,86,"2021-08-01 03:58:21",A202,9653f952-2137-469f-a020-618fd5744ff7
155034,24,19.6,248,114,"2021-08-01 03:58:47",A203,9653f952-2137-469f-a020-618fd5744ff7
155045,19,22.6,117,86,"2021-08-01 04:15:17",A201,9653f952-2137-469f-a020-618fd5744ff7
155056,19,23.1,110,86,"2021-08-01 04:28:44",A202,9653f952-2137-469f-a020-618fd5744ff7
155057,24,19.5,249,114,"2021-08-01 04:28:58",A203,9653f952-2137-469f-a020-618fd5744ff7
155080,19,23,110,86,"2021-08-01 04:59:08",A202,9653f952-2137-469f-a020-618fd5744ff7
155081,24,19.4,251,107,"2021-08-01 04:59:11",A203,9653f952-2137-469f-a020-618fd5744ff7
155093,19,22.4,117,93,"2021-08-01 05:15:54",A201,9653f952-2137-469f-a020-618fd5744ff7
155104,24,19.3,251,107,"2021-08-01 05:29:26",A203,9653f952-2137-469f-a020-618fd5744ff7
155105,19,22.8,110,93,"2021-08-01 05:29:34",A202,9653f952-2137-469f-a020-618fd5744ff7
155117,19,22.3,117,93,"2021-08-01 05:46:15",A201,9653f952-2137-469f-a020-618fd5744ff7
155128,24,19.3,249,107,"2021-08-01 05:59:44",A203,9653f952-2137-469f-a020-618fd5744ff7
155129,19,22.7,110,93,"2021-08-01 06:00:04",A202,9653f952-2137-469f-a020-618fd5744ff7
155140,19,22.2,116,93,"2021-08-01 06:16:38",A201,9653f952-2137-469f-a020-618fd5744ff7
155152,24,19.3,247,107,"2021-08-01 06:30:15",A203,9653f952-2137-469f-a020-618fd5744ff7
155154,19,22.7,109,93,"2021-08-01 06:30:38",A202,9653f952-2137-469f-a020-618fd5744ff7
