id,soil_moisture,soil_temperature,soil_electrocoductivity,battery_level,createdAt,sensor_id,owner
154848,13,25.3,63,86,"2021-08-01 00:19:15",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
154874,13,25.1,63,86,"2021-08-01 00:49:37",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
154901,13,24.9,63,86,"2021-08-01 01:19:59",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
154927,13,24.7,63,86,"2021-08-01 01:50:19",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
154952,13,24.6,63,86,"2021-08-01 02:20:42",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
154978,13,24.4,63,86,"2021-08-01 02:51:00",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
155004,13,24.2,63,86,"2021-08-01 03:21:22",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
155027,13,24.1,63,86,"2021-08-01 03:51:43",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
155051,13,23.9,63,86,"2021-08-01 04:22:03",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
155075,13,23.8,63,86,"2021-08-01 04:52:24",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
155099,13,23.7,63,93,"2021-08-01 05:22:46",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
155123,13,23.6,62,93,"2021-08-01 05:53:13",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
155147,13,23.6,62,93,"2021-08-01 06:23:41",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
155172,13,23.7,62,93,"2021-08-01 06:54:11",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
155195,13,23.9,62,93,"2021-08-01 07:24:42",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
155220,13,24.2,62,93,"2021-08-01 07:55:11",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
155246,13,24.6,62,93,"2021-08-01 08:25:44",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
155270,13,25,62,93,"2021-08-01 08:56:18",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
155296,13,25.5,62,100,"2021-08-01 09:26:50",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
155322,13,25.9,62,100,"2021-08-01 09:57:28",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
155347,13,26.3,62,100,"2021-08-01 10:27:57",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
155370,13,26.7,62,93,"2021-08-01 10:58:32",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
155392,13,27,62,100,"2021-08-01 11:29:08",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
155416,13,27.4,62,100,"2021-08-01 11:59:45",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
155441,13,27.7,62,100,"2021-08-01 12:30:22",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
155465,13,28,62,100,"2021-08-01 13:00:59",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
155488,13,28.3,62,93,"2021-08-01 13:31:36",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
155512,13,28.5,62,93,"2021-08-01 14:02:14",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
155535,13,28.6,62,93,"2021-08-01 14:32:50",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
155557,13,28.7,63,86,"2021-08-01 15:03:23",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
155581,13,28.7,63,86,"2021-08-01 15:33:57",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
155605,13,28.5,63,86,"2021-08-01 16:04:27",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
155630,13,28.4,63,86,"2021-08-01 16:34:59",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
155654,13,28.2,63,86,"2021-08-01 17:05:28",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
155677,13,27.9,63,86,"2021-08-01 17:35:59",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
155701,13,27.7,63,86,"2021-08-01 18:06:28",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
155740,13,27.2,63,86,"2021-08-01 19:07:21",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
155765,13,27,63,86,"2021-08-01 19:37:49",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
155788,13,26.8,63,86,"2021-08-01 20:08:17",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
155811,12,26.7,63,86,"2021-08-01 20:38:46",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
155836,13,26.5,63,86,"2021-08-01 21:09:13",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
155859,12,26.4,63,86,"2021-08-01 21:39:40",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
155883,12,26.2,63,86,"2021-08-01 22:10:05",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
155906,12,26.1,63,86,"2021-08-01 22:40:32",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
155928,12,25.9,63,86,"2021-08-01 23:10:57",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
155953,13,25.8,63,86,"2021-08-01 23:41:20",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
155977,13,25.6,63,86,"2021-08-02 00:11:44",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
156001,13,25.5,63,86,"2021-08-02 00:42:07",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
156024,12,25.3,62,86,"2021-08-02 01:12:30",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
156048,12,25.1,63,86,"2021-08-02 01:42:53",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
156071,12,25,62,86,"2021-08-02 02:13:17",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
156096,12,24.8,63,86,"2021-08-02 02:44:35",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
156116,12,24.7,62,86,"2021-08-02 03:14:58",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
156141,13,24.6,62,86,"2021-08-02 03:45:20",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
156168,12,24.5,62,86,"2021-08-02 04:15:41",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
156192,12,24.3,62,86,"2021-08-02 04:46:05",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
156217,12,24.2,62,93,"2021-08-02 05:16:27",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
156241,12,24.1,62,93,"2021-08-02 05:46:54",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
156265,13,24.2,62,93,"2021-08-02 06:17:23",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
156289,13,24.3,62,93,"2021-08-02 06:47:55",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
156311,13,24.6,62,93,"2021-08-02 07:18:26",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
156335,12,24.9,62,93,"2021-08-02 07:49:00",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
156359,13,25.3,62,93,"2021-08-02 08:19:32",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
156383,13,25.7,61,100,"2021-08-02 08:50:07",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
156407,13,26.1,61,100,"2021-08-02 09:20:44",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
156430,13,26.6,62,100,"2021-08-02 09:51:16",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
156455,13,27,62,93,"2021-08-02 10:21:51",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
156477,13,27.4,62,93,"2021-08-02 10:52:27",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
156524,13,28.2,61,93,"2021-08-02 11:53:41",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
156549,12,28.5,61,93,"2021-08-02 12:24:17",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
156572,13,28.8,62,100,"2021-08-02 12:54:57",A102,7cc37d5f-5e01-419f-ae7b-5ff272cb199f
