id,soil_moisture,soil_temperature,soil_electrocoductivity,battery_level,createdAt,sensor_id,owner
154840,29,22.3,409,86,"2021-08-01 00:11:43",C1003,65889619-6312-462e-a7ff-3ea7431e76ff
154847,14,25.5,51,86,"2021-08-01 00:18:36",C1006,65889619-6312-462e-a7ff-3ea7431e76ff
154849,29,25.7,269,86,"2021-08-01 00:19:44",C1005,65889619-6312-462e-a7ff-3ea7431e76ff
154855,16,26.8,73,86,"2021-08-01 00:26:07",C1002,65889619-6312-462e-a7ff-3ea7431e76ff
154866,29,22.1,409,86,"2021-08-01 00:42:05",C1003,65889619-6312-462e-a7ff-3ea7431e76ff
154873,14,25.3,51,86,"2021-08-01 00:48:53",C1006,65889619-6312-462e-a7ff-3ea7431e76ff
154875,29,25.6,267,86,"2021-08-01 00:49:51",C1005,65889619-6312-462e-a7ff-3ea7431e76ff
154881,16,26.6,73,86,"2021-08-01 00:56:31",C1002,65889619-6312-462e-a7ff-3ea7431e76ff
154892,29,21.9,409,86,"2021-08-01 01:12:25",C1003,65889619-6312-462e-a7ff-3ea7431e76ff
154898,14,25.2,51,86,"2021-08-01 01:19:08",C1006,65889619-6312-462e-a7ff-3ea7431e76ff
154900,29,25.5,270,86,"2021-08-01 01:19:57",C1005,65889619-6312-462e-a7ff-3ea7431e76ff
154907,16,26.4,72,86,"2021-08-01 01:26:52",C1002,65889619-6312-462e-a7ff-3ea7431e76ff
154918,28,21.8,409,86,"2021-08-01 01:42:45",C1003,65889619-6312-462e-a7ff-3ea7431e76ff
154924,14,25,51,86,"2021-08-01 01:49:24",C1006,65889619-6312-462e-a7ff-3ea7431e76ff
154926,29,25.3,270,86,"2021-08-01 01:50:03",C1005,65889619-6312-462e-a7ff-3ea7431e76ff
154933,16,26.3,72,86,"2021-08-01 01:57:15",C1002,65889619-6312-462e-a7ff-3ea7431e76ff
154944,28,21.6,407,86,"2021-08-01 02:13:06",C1003,65889619-6312-462e-a7ff-3ea7431e76ff
154950,14,24.9,51,86,"2021-08-01 02:19:40",C1006,65889619-6312-462e-a7ff-3ea7431e76ff
154951,29,25.2,269,86,"2021-08-01 02:20:09",C1005,65889619-6312-462e-a7ff-3ea7431e76ff
154958,16,26.1,72,86,"2021-08-01 02:27:37",C1002,65889619-6312-462e-a7ff-3ea7431e76ff
154969,28,21.5,407,86,"2021-08-01 02:43:27",C1003,65889619-6312-462e-a7ff-3ea7431e76ff
154975,14,24.7,51,86,"2021-08-01 02:49:56",C1006,65889619-6312-462e-a7ff-3ea7431e76ff
154976,29,25.1,268,86,"2021-08-01 02:50:14",C1005,65889619-6312-462e-a7ff-3ea7431e76ff
154984,16,26,72,86,"2021-08-01 02:58:00",C1002,65889619-6312-462e-a7ff-3ea7431e76ff
